%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8,dt,ux,uz,sx,sz
1704000500,769973,1.64454093812765E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013952,0.000809754993995,0.001461509042831,2.44621153449989E-06,4.41511358974054E-06
1706236500,769974,1.64454093812966E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.66935634613,0.686465501785,0,0,0,0,0,0,0,0,0,0.002016256,0.000810681369354,0.001384090186767,2.45181176257162E-06,4.18602021541518E-06
1708695000,769975,1.64454093813168E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.58109664917,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016256,0.000810681369354,0.001403862869385,2.45181176257162E-06,4.24582040036209E-06
1710780400,769976,1.64454093813369E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.735498726368,0,0,0,0,0,0,0,0,0,0.002013696,0.0008096520634,0.001481070843292,2.44558968218985E-06,4.47363964928161E-06
1712224900,769977,1.64454093813571E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002014208,0.000809857924591,0.001402436904053,2.44683346586062E-06,4.23719944745808E-06
1714916500,769978,1.64454093813772E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.57129001617,0.696272134781,0,0,0,0,0,0,0,0,0,0.002015744,0.000810475508163,0.001403506378052,2.45056671408969E-06,4.24366434078005E-06
1716330400,769979,1.64454093813974E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.57129001617,0.735498726368,0,0,0,0,0,0,0,0,0,0.002016256,0.000810681369354,0.001482953720032,2.45181176257162E-06,4.48502150360477E-06
1718184500,769980,1.64454093814175E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013696,0.0008096520634,0.00140208041272,2.44558968218985E-06,4.2350455781588E-06
1720442500,769981,1.64454093814377E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.58109664917,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001403684623719,2.4511891988053E-06,4.24474230212473E-06
1722807900,769982,1.64454093814578E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001402258658386,2.32688416468812E-06,4.23612244436211E-06
1724223000,769983,1.6445409381478E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.61051654816,0.735498726368,0,0,0,0,0,0,0,0,0,0.002013696,0.000730661632827,0.001481070843292,2.20699561106704E-06,4.47363964928161E-06
1726196000,769984,1.64454093814981E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016256,0.000810681369354,0.001403862869385,2.45181176257162E-06,4.24582040036209E-06
1728299700,769985,1.64454093815183E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001461509042831,2.32688416468812E-06,4.41511358974054E-06
1730440400,769986,1.64454093815384E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343232750893,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016,0.0006919572258,0.001403684623719,2.09247865082007E-06,4.24474230212473E-06
1732245200,769987,1.64454093815586E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001402436904053,2.32747575793932E-06,4.23719944745808E-06
1734210500,769988,1.64454093815787E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.58109664917,0.696272134781,0,0,0,0,0,0,0,0,0,0.002015744,0.000731404741531,0.001403506378052,2.21148707896907E-06,4.24366434078005E-06
1736145700,769989,1.64454093815989E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421685934067,-9.58109664917,0.725692093372,0,0,0,0,0,0,0,0,0,0.002014208,0.000849363181885,0.001461694820007,2.56619117378801E-06,4.41623610002387E-06
1738251700,769990,1.6445409381619E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.64974308014,0.735498726368,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001482765432358,2.4511891988053E-06,4.48388266745025E-06
1740426900,769991,1.64454093816392E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.735498726368,0,0,0,0,0,0,0,0,0,0.002013696,0.000770156848115,0.001481070843292,2.32629264663149E-06,4.47363964928161E-06
1742435400,769992,1.64454093816593E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.764918684959,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001542076068877,2.4511891988053E-06,4.66323803228509E-06
1744419100,769993,1.64454093816795E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.774725317955,0,0,0,0,0,0,0,0,0,0.002014208,0.000809857924591,0.001560457933228,2.44683346586062E-06,4.71463027915546E-06
1746566300,769994,1.64454093816996E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001403684623719,2.4511891988053E-06,4.24474230212473E-06
1748514600,769995,1.64454093817198E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.686465501785,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001382508570251,2.32688416468812E-06,4.17645885011092E-06
1750518700,769996,1.64454093817399E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.735498726368,0,0,0,0,0,0,0,0,0,0.002016,0.00077103803444,0.001482765432358,2.33161901614559E-06,4.48388266745025E-06
1752561700,769997,1.64454093817601E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013952,0.000730754521415,0.001402258658386,2.20755679487027E-06,4.23612244436211E-06
1754532000,769998,1.64454093817802E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.686465501785,0,0,0,0,0,0,0,0,0,0.002015744,0.000810475508163,0.00138373871643,2.45056671408969E-06,4.18389452281752E-06
1756699500,769999,1.64454093818004E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001402436904053,2.32747575793932E-06,4.23719944745808E-06
1758586400,770000,1.64454093818205E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.666852176189,0,0,0,0,0,0,0,0,0,0.002016,0.00077103803444,0.001344373987197,2.33161901614559E-06,4.0653869372838E-06
1760520200,770001,1.64454093818407E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.64974308014,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013952,0.000809754993995,0.001402258658386,2.44621153449989E-06,4.23612244436211E-06
1762441500,770002,1.64454093818608E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.725692093372,0,0,0,0,0,0,0,0,0,0.002016256,0.000810681369354,0.001463181037414,2.45181176257162E-06,4.42522131865787E-06
1764569900,770003,1.6445409381881E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.686465501785,0,0,0,0,0,0,0,0,0,0.002013952,0.000809754993995,0.001382508570251,2.44621153449989E-06,4.17645885011092E-06
1766555100,770004,1.64454093819011E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.686465501785,0,0,0,0,0,0,0,0,0,0.002015744,0.000810475508163,0.00138373871643,2.45056671408969E-06,4.18389452281752E-06
1768546200,770005,1.64454093819213E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.627625584602,0,0,0,0,0,0,0,0,0,0.002014464,0.00077045057689,0.00126432914566,2.32806742638509E-06,3.82041832212328E-06
1770490500,770006,1.64454093819414E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.58109664917,0.666852176189,0,0,0,0,0,0,0,0,0,0.002015488,0.000770842215256,0.001344032558883,2.33043485211383E-06,4.06332224105641E-06
1772608700,770007,1.64454093819616E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013952,0.000730754521415,0.001402258658386,2.20755679487027E-06,4.23612244436211E-06
1774823800,770008,1.64454093819817E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.666852176189,0,0,0,0,0,0,0,0,0,0.002016256,0.000771135944031,0.001344544701354,2.33221121095333E-06,4.06641948206021E-06
1776655400,770009,1.64454093820019E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.686465501785,0,0,0,0,0,0,0,0,0,0.002013696,0.000770156848115,0.001382332835082,2.32629264663149E-06,4.17539715101128E-06
1778668000,770010,1.6445409382022E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421685934067,-9.61051654816,0.637432217598,0,0,0,0,0,0,0,0,0,0.002016,0.000850118843079,0.001285063350678,2.57075938147111E-06,3.88603157244897E-06
1780635200,770011,1.64454093820422E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.62032318115,0.666852176189,0,0,0,0,0,0,0,0,0,0.002013952,0.000730754521415,0.00134300827394,2.20755679487027E-06,4.05713129897759E-06
1782674400,770012,1.64454093820623E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.64974308014,0.627625584602,0,0,0,0,0,0,0,0,0,0.002016512,0.000810784299949,0.001265614522857,2.45243440538863E-06,3.82819030907297E-06
1784708600,770013,1.64454093820825E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.64974308014,0.666852176189,0,0,0,0,0,0,0,0,0,0.002013696,0.0008096520634,0.001342837559783,2.44558968218985E-06,4.05609993417744E-06
1786660600,770014,1.64454093821026E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.627625584602,0,0,0,0,0,0,0,0,0,0.002016,0.00077103803444,0.001265293178558,2.33161901614559E-06,3.82624657195828E-06
1788650700,770015,1.64454093821228E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.666852176189,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001343178988097,2.32747575793932E-06,4.05816279488621E-06
1790715200,770016,1.64454093821429E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.637432217598,0,0,0,0,0,0,0,0,0,0.002015744,0.000770940124848,0.00128490016803,2.33102689653243E-06,3.88504470645778E-06
1792761100,770017,1.64454093821631E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.637432217598,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001283921072144,2.32747575793932E-06,3.87912614232042E-06
1794807100,770018,1.64454093821832E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.62032318115,0.637432217598,0,0,0,0,0,0,0,0,0,0.002015744,0.000731404741531,0.00128490016803,2.21148707896907E-06,3.88504470645778E-06
1796718400,770019,1.64454093822034E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.66935634613,0.666852176189,0,0,0,0,0,0,0,0,0,0.002013696,0.000770156848115,0.001342837559783,2.32629264663149E-06,4.05609993417744E-06
1798665200,770020,1.64454093822235E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.637432217598,0,0,0,0,0,0,0,0,0,0.002016,0.00077103803444,0.001285063350678,2.33161901614559E-06,3.88603157244897E-06
1800801200,770021,1.64454093822437E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.66935634613,0.666852176189,0,0,0,0,0,0,0,0,0,0.002013952,0.000809754993995,0.00134300827394,2.44621153449989E-06,4.05713129897759E-06
1802892200,770022,1.64454093822638E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.686465501785,0,0,0,0,0,0,0,0,0,0.002016256,0.000771135944031,0.001384090186767,2.33221121095333E-06,4.18602021541518E-06
1804701500,770023,1.6445409382284E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.61051654816,0.666852176189,0,0,0,0,0,0,0,0,0,0.002016256,0.000731590518707,0.001344544701354,2.21261065932893E-06,4.06641948206021E-06
1807554000,770024,1.64454093823041E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013696,0.000770156848115,0.00140208041272,2.32629264663149E-06,4.2350455781588E-06
1809098200,770025,1.64454093823243E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.666852176189,0,0,0,0,0,0,0,0,0,0.002014464,0.000809960855186,0.001343349702254,2.44745547627206E-06,4.05919442190331E-06
1810865900,770026,1.64454093823444E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.686465501785,0,0,0,0,0,0,0,0,0,0.002015488,0.000810372577568,0.001383562981262,2.44994430842477E-06,4.18283187896561E-06
1813436900,770027,1.64454093823646E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.64974308014,0.686465501785,0,0,0,0,0,0,0,0,0,0.002014464,0.000809960855186,0.001382860040588,2.44745547627206E-06,4.17858265320405E-06
1815610900,770028,1.64454093823847E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.58109664917,0.686465501785,0,0,0,0,0,0,0,0,0,0.002015744,0.000731404741531,0.00138373871643,2.21148707896907E-06,4.18389452281752E-06
1816990400,770029,1.64454093824049E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013696,0.000770156848115,0.00140208041272,2.32629264663149E-06,4.2350455781588E-06
1819402400,770030,1.6445409382425E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.53206348419,0.666852176189,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001344373987197,2.4511891988053E-06,4.0653869372838E-06
1820941500,770031,1.64454093824452E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001402436904053,2.32747575793932E-06,4.23719944745808E-06
1822975400,770032,1.64454093824653E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.64974308014,0.725692093372,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001462995260238,2.4511891988053E-06,4.42409766695957E-06
1824975900,770033,1.64454093824855E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343232750893,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013952,0.000691254285126,0.001402258658386,2.0882294250585E-06,4.23612244436211E-06
1827349500,770034,1.64454093825056E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.62032318115,0.725692093372,0,0,0,0,0,0,0,0,0,0.002016,0.000731497630119,0.001462995260238,2.21204883347978E-06,4.42409766695957E-06
1829402900,770035,1.64454093825258E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.58109664917,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001461509042831,2.32688416468812E-06,4.41511358974054E-06
1830991800,770036,1.64454093825459E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.58109664917,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001461509042831,2.32688416468812E-06,4.41511358974054E-06
1833437800,770037,1.64454093825661E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343232750893,-9.58109664917,0.725692093372,0,0,0,0,0,0,0,0,0,0.002016,0.0006919572258,0.001462995260238,2.09247865082007E-06,4.42409766695957E-06
1835638200,770038,1.64454093825862E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.61051654816,0.764918684959,0,0,0,0,0,0,0,0,0,0.002014208,0.000730847410003,0.001540705334594,2.20811805001193E-06,4.65495151587256E-06
1836941400,770039,1.64454093826063E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343232750893,-9.62032318115,0.735498726368,0,0,0,0,0,0,0,0,0,0.002013696,0.000691166417542,0.001481070843292,2.08769857550868E-06,4.47363964928161E-06
1839048800,770040,1.64454093826265E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.58109664917,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016256,0.000731590518707,0.001403862869385,2.21261065932893E-06,4.24582040036209E-06
1841169100,770041,1.64454093826467E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.764918684959,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001540705334594,2.32747575793932E-06,4.65495151587256E-06
1843110300,770042,1.64454093826668E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.813951909542,0,0,0,0,0,0,0,0,0,0.002013696,0.000770156848115,0.001639051704437,2.32629264663149E-06,4.95082779152722E-06
1845260000,770043,1.6445409382687E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001403684623719,2.4511891988053E-06,4.24474230212473E-06
1847181300,770044,1.64454093827071E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.58109664917,0.764918684959,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001540509515411,2.32688416468812E-06,4.65376832937016E-06
1849313800,770045,1.64454093827272E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016,0.00077103803444,0.001403684623719,2.33161901614559E-06,4.24474230212473E-06
1851217900,770046,1.64454093827474E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.58109664917,0.725692093372,0,0,0,0,0,0,0,0,0,0.002014208,0.000730847410003,0.001461694820007,2.20811805001193E-06,4.41623610002387E-06
1853375600,770047,1.64454093827675E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.57129001617,0.725692093372,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001462995260238,2.4511891988053E-06,4.42409766695957E-06
1855302600,770048,1.64454093827877E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362846046686,-9.64974308014,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013696,0.000730661632827,0.001461323265655,2.20699561106704E-06,4.41399122213408E-06
1857212300,770049,1.64454093828078E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001402436904053,2.32747575793932E-06,4.23719944745808E-06
1859755100,770050,1.6445409382828E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002015744,0.000770940124848,0.001403506378052,2.33102689653243E-06,4.24366434078005E-06
1861187900,770051,1.64454093828481E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.61051654816,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013952,0.000770254757706,0.001461509042831,2.32688416468812E-06,4.41511358974054E-06
1863678600,770052,1.64454093828683E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.58109664917,0.666852176189,0,0,0,0,0,0,0,0,0,0.002013952,0.000809754993995,0.00134300827394,2.44621153449989E-06,4.05713129897759E-06
1865751300,770053,1.64454093828884E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016,0.000810578438758,0.001403684623719,2.4511891988053E-06,4.24474230212473E-06
1867266400,770054,1.64454093829086E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.62032318115,0.686465501785,0,0,0,0,0,0,0,0,0,0.002014208,0.000770352667298,0.001382684305419,2.32747575793932E-06,4.17752068417518E-06
1869361400,770055,1.64454093829287E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002016256,0.000810681369354,0.001403862869385,2.45181176257162E-06,4.24582040036209E-06
1871280900,770056,1.64454093829489E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.62032318115,0.696272134781,0,0,0,0,0,0,0,0,0,0.002013696,0.0008096520634,0.00140208041272,2.44558968218985E-06,4.2350455781588E-06
1873236900,770057,1.6445409382969E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.696272134781,0,0,0,0,0,0,0,0,0,0.002014208,0.000809857924591,0.001402436904053,2.44683346586062E-06,4.23719944745808E-06
1875455300,770058,1.64454093829892E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38245934248,-9.64974308014,0.686465501785,0,0,0,0,0,0,0,0,0,0.002016,0.00077103803444,0.001383914451599,2.33161901614559E-06,4.18495730163405E-06
1877405900,770059,1.64454093830093E+018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402072638273,-9.61051654816,0.725692093372,0,0,0,0,0,0,0,0,0,0.002013952,0.000809754993995,0.001461509042831,2.44621153449989E-06,4.41511358974054E-06
