,field.header.stamp,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,type,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z
0,1644542427737929106,0.470719188452,-9.58109664917,0.0392265990376,acc,,,
1,1644542427739943027,0.490332484245,-9.64974308014,0.0392265990376,acc,,,
2,1644542427741211176,,,,gyr,-0.0209439508617,-0.00523598771542,0.0104719754308
3,1644542427741959333,0.490332484245,-9.61051654816,0.0686465501785,acc,,,
4,1644542427743971109,0.509945809841,-9.66935634613,0.00980664975941,acc,,,
5,1644542427745987177,0.490332484245,-9.61051654816,0.0294199492782,acc,,,
6,1644542427746223211,,,,gyr,-0.0279252678156,-0.00523598771542,0.0139626339078
7,1644542427748001337,0.421685934067,-9.58109664917,0.0,acc,,,
8,1644542427750015020,0.402072638273,-9.57129001617,-0.0294199492782,acc,,,
9,1644542427751235008,,,,gyr,-0.0296705961227,-0.00349065847695,0.0139626339078
10,1644542427752031326,0.451105892658,-9.56148338318,-0.0294199492782,acc,,,
11,1644542427754045248,0.402072638273,-9.62032318115,-0.0294199492782,acc,,,
12,1644542427756061316,0.421685934067,-9.61051654816,0.00980664975941,acc,,,
13,1644542427756245136,,,,gyr,-0.0174532923847,-0.00523598771542,0.00872664619237
14,1644542427758077145,0.470719188452,-9.64974308014,0.00980664975941,acc,,,
15,1644542427760091305,0.509945809841,-9.66935634613,0.0294199492782,acc,,,
16,1644542427761257172,,,,gyr,-0.00174532923847,0.0,0.0
17,1644542427762107134,0.490332484245,-9.62032318115,0.00980664975941,acc,,,
18,1644542427764121056,0.529559075832,-9.61051654816,0.00980664975941,acc,,,
19,1644542427766137123,0.470719188452,-9.62032318115,0.0392265990376,acc,,,
20,1644542427766269207,,,,gyr,0.0,0.00174532923847,0.0
21,1644542427768149137,0.509945809841,-9.56148338318,-0.00980664975941,acc,,,
22,1644542427771281242,,,,gyr,0.0,0.0,0.00174532923847
23,1644542427776293278,,,,gyr,-0.00349065847695,-0.00349065847695,-0.00349065847695
24,1644542427781305313,,,,gyr,0.0,-0.00174532923847,0.0
25,1644542427786317348,,,,gyr,0.0,0.0,-0.00349065847695
26,1644542427791329384,,,,gyr,0.0,0.00174532923847,0.0
27,1644542427796341419,,,,gyr,0.00523598771542,-0.00174532923847,0.0
28,1644542427801353455,,,,gyr,0.00174532923847,0.0,-0.00174532923847
29,1644542427806365490,,,,gyr,0.00174532923847,0.0,0.00174532923847
30,1644542427811377525,,,,gyr,0.00349065847695,-0.00523598771542,0.0
31,1644542427816389322,,,,gyr,0.00349065847695,0.0,-0.00349065847695
32,1644542428505541563,0.451105892658,-9.58109664917,0.0294199492782,acc,,,
33,1644542428507555485,0.451105892658,-9.61051654816,0.0,acc,,,
34,1644542428508031607,,,,gyr,0.00523598771542,0.00174532923847,0.0
35,1644542428509569407,0.451105892658,-9.57129001617,0.0,acc,,,
36,1644542428511585236,0.470719188452,-9.58109664917,0.00980664975941,acc,,,
37,1644542428513043165,,,,gyr,0.0104719754308,0.0,-0.0069813169539
38,1644542428513599157,0.509945809841,-9.62032318115,0.00980664975941,acc,,,
39,1644542428515613079,0.470719188452,-9.62032318115,0.0,acc,,,
40,1644542428517629147,0.470719188452,-9.62032318115,0.0294199492782,acc,,,
41,1644542428518055201,,,,gyr,0.0174532923847,0.0,-0.0139626339078
42,1644542428519643068,0.529559075832,-9.61051654816,0.0294199492782,acc,,,
43,1644542428521656990,0.490332484245,-9.62032318115,0.00980664975941,acc,,,
44,1644542428523066998,,,,gyr,0.0226892791688,0.00523598771542,-0.0104719754308
45,1644542428523670912,0.451105892658,-9.64974308014,0.00980664975941,acc,,,
46,1644542428525686741,0.470719188452,-9.58109664917,0.00980664975941,acc,,,
47,1644542428527700663,0.509945809841,-9.61051654816,0.00980664975941,acc,,,
48,1644542428528076649,,,,gyr,0.0261799395084,0.00523598771542,-0.0139626339078
49,1644542428529714584,0.490332484245,-9.61051654816,0.00980664975941,acc,,,
50,1644542428531728506,0.490332484245,-9.61051654816,0.0392265990376,acc,,,
51,1644542428533088446,,,,gyr,0.0261799395084,0.00174532923847,-0.0139626339078
52,1644542428533744335,0.490332484245,-9.58109664917,0.0392265990376,acc,,,
53,1644542428535758257,0.421685934067,-9.53206348419,0.0294199492782,acc,,,
54,1644542428537770271,0.402072638273,-9.61051654816,-0.00980664975941,acc,,,
55,1644542428538100243,,,,gyr,0.0209439508617,0.0069813169539,-0.0139626339078
56,1644542428539786100,0.470719188452,-9.61051654816,0.0,acc,,,
