,field.header.stamp,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,type,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z
0,1644543030455422163,,,,gyr,0.0296705961227,-0.0471238903701,-0.00523598771542
1,1644543030455924749,,,,gyr,0.0837758034468,-0.00349065847695,0.0261799395084
2,1644543030456295490,0.176519691944,-9.58109664917,-0.470719188452,acc,,,
3,1644543030456473589,,,,gyr,-0.0942477807403,0.0104719754308,0.00523598771542
4,1644543030456928253,,,,gyr,0.0506145469844,-0.0104719754308,0.0558505356312
5,1644543030457428694,,,,gyr,-0.0558505356312,-0.0261799395084,-0.069813169539
6,1644543030457931280,,,,gyr,0.0523598790169,0.0261799395084,0.0226892791688
7,1644543030458312035,0.225552946329,-9.57129001617,-0.470719188452,acc,,,
8,1644543030458434105,,,,gyr,0.0104719754308,-0.0471238903701,0.0174532923847
9,1644543030458982944,,,,gyr,-0.0436332300305,0.0558505356312,0.0349065847695
10,1644543030459437609,,,,gyr,-0.0680678412318,0.0,-0.0139626339078
11,1644543030459938288,,,,gyr,0.0802851468325,-0.0785398185253,-0.0383972451091
12,1644543030460328579,0.245166242123,-9.58109664917,-0.470719188452,acc,,,
13,1644543030460440636,,,,gyr,-0.0645771846175,0.0645771846175,-0.0209439508617
14,1644543030460943460,,,,gyr,0.0785398185253,-0.0471238903701,0.0610865242779
15,1644543030461492300,,,,gyr,-0.106465086341,0.0174532923847,0.0610865242779
16,1644543030461946726,,,,gyr,0.0226892791688,-0.0767944902182,-0.0942477807403
17,1644543030462345123,0.176519691944,-9.58109664917,-0.470719188452,acc,,,
18,1644543030462447405,,,,gyr,0.0069813169539,0.122173048556,-0.0558505356312
19,1644543030464362144,0.196132987738,-9.57129001617,-0.509945809841,acc,,,
20,1644543030466378689,0.264779537916,-9.57129001617,-0.402072638273,acc,,,
21,1644543030468395233,0.176519691944,-9.64974308014,-0.470719188452,acc,,,
22,1644543030470411777,0.166713044047,-9.64974308014,-0.451105892658,acc,,,
23,1644543030472428799,0.225552946329,-9.58109664917,-0.470719188452,acc,,,
24,1644543030474445343,0.245166242123,-9.61051654816,-0.490332484245,acc,,,
25,1644543030476459980,0.245166242123,-9.61051654816,-0.470719188452,acc,,,
