,field.header.stamp,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,type,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z
0,1644543061744060278,0.137293100357,-9.66935634613,-0.529559075832,acc,,,
1,1644543061744310617,,,,gyr,0.0383972451091,-0.00174532923847,0.0279252678156
2,1644543061744813204,,,,gyr,-0.0279252678156,-0.0069813169539,0.00174532923847
3,1644543061745316029,,,,gyr,0.0209439508617,-0.0593411922455,-0.0506145469844
4,1644543061745864630,,,,gyr,-0.0680678412318,0.0383972451091,0.129154369235
5,1644543061746076822,0.137293100357,-9.62032318115,-0.509945809841,acc,,,
6,1644543061746319294,,,,gyr,-0.0104719754308,-0.0349065847695,-0.0645771846175
7,1644543061746819973,,,,gyr,-0.0680678412318,0.111701071262,-0.0104719754308
8,1644543061747322798,,,,gyr,0.0209439508617,-0.0872664600611,0.0104719754308
9,1644543061747825384,,,,gyr,0.0750491544604,-0.0296705961227,0.0383972451091
10,1644543061748093843,0.0784531980753,-9.57129001617,-0.509945809841,acc,,,
11,1644543061748373985,,,,gyr,-0.0558505356312,0.0104719754308,-0.0471238903701
12,1644543061748828650,,,,gyr,0.00523598771542,0.0139626339078,0.0
13,1644543061749329329,,,,gyr,-0.00523598771542,0.0104719754308,0.0977384373546
14,1644543061749831915,,,,gyr,0.0139626339078,-0.0715584978461,-0.130899697542
15,1644543061750110388,0.0686465501785,-9.58109664917,-0.490332484245,acc,,,
16,1644543061750334740,,,,gyr,0.0261799395084,0.104719758034,-0.106465086341
17,1644543061750883579,,,,gyr,-0.0750491544604,-0.069813169539,0.174532920122
18,1644543061752125263,0.0784531980753,-9.61051654816,-0.549172401428,acc,,,
19,1644543061754141808,0.0392265990376,-9.57129001617,-0.490332484245,acc,,,
20,1644543061756158590,0.0686465501785,-9.61051654816,-0.509945809841,acc,,,
21,1644543061758175373,0.0392265990376,-9.57129001617,-0.598205626011,acc,,,
22,1644543061760192156,0.0980664938688,-9.57129001617,-0.470719188452,acc,,,
23,1644543061762208700,0.0686465501785,-9.58109664917,-0.490332484245,acc,,,
24,1644543061764225483,0.0686465501785,-9.57129001617,-0.470719188452,acc,,,
25,1644543061766240120,0.0392265990376,-9.53206348419,-0.549172401428,acc,,,
26,1644543061768257141,0.0686465501785,-9.56148338318,-0.549172401428,acc,,,
27,1644543061770273685,0.0392265990376,-9.56148338318,-0.549172401428,acc,,,
28,1644543061772290468,0.0686465501785,-9.58109664917,-0.451105892658,acc,,,
29,1644543061773468018,,,,gyr,-0.0174532923847,0.0610865242779,0.0296705961227
30,1644543061774307013,0.0294199492782,-9.57129001617,-0.57859236002,acc,,,
31,1644543061774423361,,,,gyr,0.0191986225545,-0.0418879017234,-0.0785398185253
32,1644543062534259796,,,,gyr,-0.0296705961227,-0.0209439508617,0.00523598771542
33,1644543062534576178,0.196132987738,-9.5222568512,-0.470719188452,acc,,,
34,1644543062534762383,,,,gyr,0.0418879017234,0.0383972451091,0.00174532923847
35,1644543062535265207,,,,gyr,-0.0383972451091,-0.0680678412318,0.0436332300305
36,1644543062536316395,,,,gyr,-0.0296705961227,0.0750491544604,-0.0349065847695
37,1644543062536592722,0.343232750893,-9.58109664917,-0.421685934067,acc,,,
38,1644543062537271738,,,,gyr,-0.0209439508617,0.0785398185253,-0.0069813169539
39,1644543062537774324,,,,gyr,0.123918376863,-0.102974422276,-0.0139626339078
40,1644543062538275242,,,,gyr,-0.141371667385,0.0872664600611,0.0785398185253
41,1644543062538607597,0.00980664975941,-9.66935634613,-0.57859236002,acc,,,
42,1644543062538825989,,,,gyr,0.069813169539,-0.0750491544604,-0.0872664600611
43,1644543062539278507,,,,gyr,0.00349065847695,0.0471238903701,0.0959931090474
44,1644543062539781332,,,,gyr,-0.0349065847695,0.00174532923847,-0.0767944902182
45,1644543062540283918,,,,gyr,-0.0383972451091,-0.0471238903701,0.0593411922455
46,1644543062540624380,-0.0294199492782,-9.57129001617,-0.509945809841,acc,,,
47,1644543062540784359,,,,gyr,0.00349065847695,0.0855211317539,0.0383972451091
48,1644543062541335106,,,,gyr,0.0802851468325,-0.0645771846175,-0.0645771846175
49,1644543062541787863,,,,gyr,-0.150098308921,0.0436332300305,0.0191986225545
50,1644543062542643070,0.166713044047,-9.58109664917,-0.490332484245,acc,,,
51,1644543062544659615,0.274586200714,-9.66935634613,-0.421685934067,acc,,,
52,1644543062545302629,,,,gyr,0.0226892791688,-0.0069813169539,-0.0802851468325
53,1644543062546676397,0.0686465501785,-9.57129001617,-0.490332484245,acc,,,
