,field.header.stamp,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,type,delta_x,delta_z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,delta_angle,x,z
30,1644542222276520967,,,,gyr,3.978282922210532e-07,-6.763351899669901e-07,0.0,0.0,0.00349065847695,-0.0,7.917219721853043e-06,-1.5436317670575113e-05
31,1644542222281533003,,,,gyr,3.978282922210532e-07,-6.763351899669901e-07,-0.00174532923847,0.0,0.0,-0.0,7.917219721853043e-06,-1.5436317670575113e-05
32,1644542222960552931,0.00980664975941,-9.66935634613,0.343232750893,acc,0.005099449019846583,-0.17848072053771996,,,,,8.315048014074097e-06,-1.6112652860542104e-05
33,1644542222962566853,0.0294199492782,-9.70858287811,0.38245934248,acc,1.1932383748408468e-07,-1.551209894850831e-06,,,,,0.005107764067860657,-0.17849683319058052
34,1644542222963132858,,,,gyr,1.1932383748408468e-07,-1.551209894850831e-06,-0.00523598771542,0.0,0.0,-0.0,0.005107764067860657,-0.17849683319058052
35,1644542222964580536,0.0686465501785,-9.66935634613,0.294199496508,acc,2.7835621601364845e-07,-1.1929551942252736e-06,,,,,0.0051078833916981415,-0.17849838440047536
36,1644542222966596365,0.0392265990376,-9.70858287811,0.343232750893,acc,1.5939989600349333e-07,-1.3947491278786253e-06,,,,,0.005108161747914155,-0.17849957735566957
37,1644542222968144178,,,,gyr,1.5938769695899477e-07,-1.3947505220010559e-06,0.0,-0.00174532923847,0.00349065847695,8.74640331932948e-06,0.005108161747914155,-0.17849957735566957
38,1644542222968610287,0.0686465501785,-9.67916297913,0.294199496508,acc,2.784222950177553e-07,-1.1932383899530623e-06,,,,,0.005108321135611114,-0.17850097210619156
39,1644542222970623970,0.0980664938688,-9.64974308014,0.313812792301,acc,3.9765171126682975e-07,-1.2724855243918985e-06,,,,,0.005108599557906132,-0.17850216534458152
40,1644542222972637892,0.0784531980753,-9.64974308014,0.274586200714,acc,3.181968999579648e-07,-1.1136891800710211e-06,,,,,0.005108997209617399,-0.17850343783010592
41,1644542222973155975,,,,gyr,3.181968999579648e-07,-1.1136891800710211e-06,-0.00349065847695,0.0,0.0,-0.0,0.005108997209617399,-0.17850343783010592
42,1644542222974653721,0.0980664938688,-9.67916297913,0.294199496508,acc,3.9849972487113514e-07,-1.195499235167049e-06,,,,,0.005109315406517357,-0.178504551519286
43,1644542222976667404,0.0686465501785,-9.62032318115,0.313812792301,acc,2.7835621601364845e-07,-1.2724855243918985e-06,,,,,0.005109713906242228,-0.17850574701852115
44,1644542222978167534,,,,gyr,2.7835621601364845e-07,-1.2724855243918985e-06,-0.00523598771542,0.0,0.0,-0.0,0.005109713906242228,-0.17850574701852115
45,1644542222978681326,0.0686465501785,-9.67916297913,0.294199496508,acc,2.784222950177553e-07,-1.1932383899530623e-06,,,,,0.005109992262458242,-0.17850701950404554
46,1644542222980695248,0.0784531980753,-9.67916297913,0.264779537916,acc,3.181968999579648e-07,-1.0739145146933057e-06,,,,,0.005110270684753259,-0.1785082127424355
47,1644542222982708931,0.0784531980753,-9.67916297913,0.294199496508,acc,3.1812138109817744e-07,-1.1929551942252736e-06,,,,,0.0051105888816532176,-0.1785092866569502
48,1644542222983178854,,,,gyr,3.1811094701873894e-07,-1.1929579765975469e-06,-0.00523598771542,-0.00174532923847,0.0,8.74640331932948e-06,0.0051105888816532176,-0.1785092866569502
49,1644542222984724760,0.0686465501785,-9.62032318115,0.196132987738,acc,2.7894982557531875e-07,-7.969994497438957e-07,,,,,0.0051109069926002365,-0.1785104796149268
50,1644542222986738682,0.0294199492782,-9.62032318115,0.245166242123,acc,1.1932383748408468e-07,-9.943653048153203e-07,,,,,0.005111185942425812,-0.17851127661437655
51,1644542222988190651,,,,gyr,1.1932383748408468e-07,-9.943653048153203e-07,-0.00523598771542,0.0,0.00349065847695,-0.0,0.005111185942425812,-0.17851127661437655
52,1644542222988752365,0.0686465501785,-9.61051654816,0.245166242123,acc,2.7835621601364845e-07,-9.941293083802777e-07,,,,,0.005111305266263296,-0.17851227097968136
53,1644542222990768194,0.0392265990376,-9.61051654816,0.245166242123,acc,1.5939989600349333e-07,-9.962493424554722e-07,,,,,0.00511158362247931,-0.17851326510898974
54,1644542222992782116,0.0294199492782,-9.61051654816,0.196132987738,acc,1.1932383748408468e-07,-7.954922196775783e-07,,,,,0.005111743022375314,-0.1785142613583322
55,1644542222993202209,,,,gyr,1.1930992141336937e-07,-7.95494306963805e-07,-0.00349065847695,-0.00349065847695,0.00174532923847,1.749363741542659e-05,0.005111743022375314,-0.1785142613583322
56,1644542222994795799,0.0392265990376,-9.58109664917,0.176519691944,acc,1.5906069054888596e-07,-7.157730923646017e-07,,,,,0.005111862332296727,-0.17851505685263916
57,1644542222996809721,0.0784531980753,-9.61051654816,0.245166242123,acc,3.181968999579648e-07,-9.943653048153203e-07,,,,,0.005112021392987275,-0.1785157726257315
58,1644542222998213530,,,,gyr,3.1817950566580544e-07,-9.943708708211376e-07,0.0,-0.00349065847695,0.00174532923847,1.7492810129367552e-05,0.005112021392987275,-0.1785157726257315
59,1644542222998823643,0.0980664938688,-9.58109664917,0.245166242123,acc,3.9774610983797795e-07,-9.943653048153203e-07,,,,,0.005112339572492941,-0.17851676699660232
60,1644542223000839472,0.0686465501785,-9.64974308014,0.245166242123,acc,2.7894982557531875e-07,-9.962493424554722e-07,,,,,0.005112737318602779,-0.17851776136190714
61,1644542223002853155,0.0784531980753,-9.57129001617,0.137293100357,acc,3.1812138109817744e-07,-5.567124320272969e-07,,,,,0.005113016268428354,-0.1785187576112496
62,1644542223003223181,,,,gyr,3.1812138109817744e-07,-5.567124320272969e-07,-0.00349065847695,0.0,0.0,-0.0,0.005113016268428354,-0.1785187576112496
63,1644542223004867077,0.0686465501785,-9.64974308014,0.343232750893,acc,2.784222950177553e-07,-1.3921114750908047e-06,,,,,0.005113334389809452,-0.17851931432368162
64,1644542223006880760,0.0784531980753,-9.56148338318,0.137293100357,acc,3.1812138109817744e-07,-5.567124320272969e-07,,,,,0.00511361281210447,-0.17852070643515672
65,1644542223008234978,,,,gyr,3.181165113910684e-07,-5.567152146887453e-07,0.0,-0.00174532923847,0.0,8.74723584137623e-06,0.00511361281210447,-0.17852070643515672
66,1644542223008894682,0.0686465501785,-9.58109664917,0.225552946329,acc,2.784222950177553e-07,-9.148160949332792e-07,,,,,0.0051139309286158605,-0.1785212631503714
67,1644542223010908365,0.0294199492782,-9.61051654816,0.196132987738,acc,1.1929551791166445e-07,-7.953034225352816e-07,,,,,0.005114209350910878,-0.17852217796646633
68,1644542223012924433,0.0980664938688,-9.67916297913,0.166713044047,acc,3.9859422403771615e-07,-6.776101990327298e-07,,,,,0.00511432864642879,-0.17852297326988886
69,1644542223013246298,,,,gyr,3.9859422403771615e-07,-6.776101990327298e-07,-0.0069813169539,0.0,0.0,-0.0,0.00511432864642879,-0.17852297326988886
70,1644542223014938116,0.0686465501785,-9.53206348419,0.137293100357,acc,2.7835621601364845e-07,-5.567124320272969e-07,,,,,0.005114727240652828,-0.1785236508800879
71,1644542223016951799,0.0686465501785,-9.66935634613,0.245166242123,acc,2.7835621601364845e-07,-9.941293083802777e-07,,,,,0.005115005596868841,-0.1785242075925199
72,1644542223018257856,,,,gyr,2.7835621601364845e-07,-9.941293083802777e-07,-0.00523598771542,0.0,0.0,-0.0,0.005115005596868841,-0.1785242075925199
73,1644542223018965721,0.0784531980753,-9.64974308014,0.264779537916,acc,3.181968999579648e-07,-1.0739145146933057e-06,,,,,0.005115283953084855,-0.17852520172182829
74,1644542223020981789,0.0392265990376,-9.57129001617,0.245166242123,acc,1.5943769567156158e-07,-9.964855903791048e-07,,,,,0.005115602149984813,-0.178526275636343
75,1644542223022995472,0.0392265990376,-9.64974308014,0.264779537916,acc,1.5906069054888596e-07,-1.0736596385469026e-06,,,,,0.005115761587680485,-0.17852727212193337
76,1644542223023269415,,,,gyr,1.5906069054888596e-07,-1.0736596385469026e-06,-0.00523598771542,0.0,0.0,-0.0,0.005115761587680485,-0.17852727212193337
77,1644542223025009394,0.0392265990376,-9.64974308014,0.245166242123,acc,1.5909844997877958e-07,-9.943653048153203e-07,,,,,0.0051159206483710334,-0.17852834578157192
78,1644542223027023077,0.0294199492782,-9.57129001617,0.225552946329,acc,1.1929551791166445e-07,-9.145989782095978e-07,,,,,0.005116079746821012,-0.17852934014687674
79,1644542223028280973,,,,gyr,1.1929551791166445e-07,-9.145989782095978e-07,-0.00174532923847,0.0,0.00349065847695,-0.0,0.005116079746821012,-0.17852934014687674
80,1644542223029036760,0.0980664938688,-9.66935634613,0.294199496508,acc,3.9765171126682975e-07,-1.1929551942252736e-06,,,,,0.005116199042338924,-0.17853025474585496
81,1644542223031050682,0.0784531980753,-9.67916297913,0.176519691944,acc,3.181968999579648e-07,-7.159430097955371e-07,,,,,0.005116596694050191,-0.17853144770104917
82,1644542223033064365,0.0392265990376,-9.61051654816,0.274586200714,acc,1.5906069054888596e-07,-1.1134248640545938e-06,,,,,0.005116914890950149,-0.17853216364405897
83,1644542223033292532,,,,gyr,1.5906069054888596e-07,-1.1134248640545938e-06,0.0,0.0,0.0,-0.0,0.005116914890950149,-0.17853216364405897
84,1644542223035080433,0.0784531980753,-9.66935634613,0.245166242123,acc,3.1887539134352963e-07,-9.964855903791048e-07,,,,,0.005117073951640697,-0.17853327706892302
85,1644542223037094355,0.0784531980753,-9.66935634613,0.313812792301,acc,3.181968999579648e-07,-1.2727875998310479e-06,,,,,0.005117392827032041,-0.1785342735545134
86,1644542223038304090,,,,gyr,3.181968999579648e-07,-1.2727875998310479e-06,0.0,0.0,0.0,-0.0,0.005117392827032041,-0.1785342735545134
87,1644542223039107800,0.0784531980753,-9.64974308014,0.294199496508,acc,3.1804618712336067e-07,-1.1926732168161398e-06,,,,,0.005117711023931999,-0.17853554634211324
88,1644542223041121721,0.0686465501785,-9.64974308014,0.343232750893,acc,2.7842201852022867e-07,-1.3921100926031715e-06,,,,,0.005118029070119123,-0.17853673901533007
89,1644542223043135643,0.0784531980753,-9.66935634613,0.402072638273,acc,3.181968999579648e-07,-1.6307591047288162e-06,,,,,0.005118307492137643,-0.17853813112542266
90,1644542223043315649,,,,gyr,3.181968999579648e-07,-1.6307591047288162e-06,-0.00349065847695,0.0,0.0,-0.0,0.005118307492137643,-0.17853813112542266
91,1644542223045149326,0.0784531980753,-9.67916297913,0.313812792301,acc,3.1812138109817744e-07,-1.2724855243918985e-06,,,,,0.005118625689037601,-0.1785397618845274
92,1644542223047163248,0.0784531980753,-9.64974308014,0.38245934248,acc,3.181968999579648e-07,-1.551209894850831e-06,,,,,0.005118943810418699,-0.17854103437005178
93,1644542223048327208,,,,gyr,3.1816976360040717e-07,-1.5512154610357797e-06,-0.00174532923847,-0.00349065847695,0.00349065847695,1.7493640906085063e-05,0.005118943810418699,-0.17854103437005178
94,1644542223049176931,0.0392265990376,-9.67916297913,0.402072638273,acc,1.5906069054888596e-07,-1.6303720705741994e-06,,,,,0.0051192619801823,-0.1785425855855128
95,1644542223051190853,0.0686465501785,-9.66935634613,0.294199496508,acc,2.784222950177553e-07,-1.1932383899530623e-06,,,,,0.005119421040872848,-0.17854421595758338
96,1644542223053204775,0.0980664938688,-9.64974308014,0.362846046686,acc,3.9774610983797795e-07,-1.4716606849687898e-06,,,,,0.005119699463167866,-0.17854540919597334
97,1644542223053338766,,,,gyr,3.977203650786973e-07,-1.4716676427698341e-06,-0.00523598771542,-0.00349065847695,0.0,1.749363741542659e-05,0.005119699463167866,-0.17854540919597334
98,1644542223055218458,0.0686465501785,-9.70858287811,0.402072638273,acc,2.7835621601364845e-07,-1.6303720705741994e-06,,,,,0.005120097183532945,-0.17854688086361611
99,1644542223057232380,0.0294199492782,-9.57129001617,0.225552946329,acc,1.1932383748408468e-07,-9.148160949332792e-07,,,,,0.005120375539748958,-0.17854851123568669
100,1644542223058350325,,,,gyr,1.1930783400156744e-07,-9.148181822016641e-07,-0.00523598771542,-0.00349065847695,0.0,1.7493640906085063e-05,0.005120375539748958,-0.17854851123568669
101,1644542223059246302,0.0686465501785,-9.62032318115,0.294199496508,acc,2.784222950177553e-07,-1.1932383899530623e-06,,,,,0.005120494847582959,-0.1785494260538689
102,1644542223061259985,0.0686465501785,-9.78703689575,0.529559075832,acc,2.7835621601364845e-07,-2.147319277093805e-06,,,,,0.005120773269877977,-0.17855061929225885
103,1644542223063273907,0.00980664975941,-9.67916297913,0.362846046686,acc,3.977461249473545e-08,-1.4716606849687898e-06,,,,,0.005121051626093991,-0.17855276661153593
104,1644542223063361883,,,,gyr,3.976174014400345e-08,-1.4716610328138186e-06,0.00174532923847,-0.00174532923847,0.00349065847695,8.746818707688236e-06,0.005121051626093991,-0.17855276661153593
105,1644542223065287590,0.0686465501785,-9.67916297913,0.166713044047,acc,2.7835621601364845e-07,-6.760079272792617e-07,,,,,0.005121091387834135,-0.17855423827256875
106,1644542223067301512,0.0294199492782,-9.7478094101,0.402072638273,acc,1.1932383748408468e-07,-1.6307591047288162e-06,,,,,0.0051213697440501485,-0.17855491428049602
107,1644542223068371296,,,,gyr,1.1932383748408468e-07,-1.6307591047288162e-06,-0.00349065847695,0.0,0.00174532923847,-0.0,0.0051213697440501485,-0.17855491428049602
108,1644542223069315434,0.00980664975941,-9.64974308014,0.313812792301,acc,3.977461249473545e-08,-1.2727875998310479e-06,,,,,0.005121489067887633,-0.17855654503960075
109,1644542223071329117,0.0392265990376,-9.66935634613,0.294199496508,acc,1.5906069054888596e-07,-1.1929551942252736e-06,,,,,0.005121528842500128,-0.1785578178272006
110,1644542223073343039,0.0686465501785,-9.70858287811,0.274586200714,acc,2.784222950177553e-07,-1.1136891800710211e-06,,,,,0.0051216879031906765,-0.1785590107823948
111,1644542223073383093,,,,gyr,2.784222950177553e-07,-1.1136891800710211e-06,-0.00174532923847,0.0,0.00174532923847,-0.0,0.0051216879031906765,-0.1785590107823948
112,1644542223075356722,0.0392265990376,-9.66935634613,0.38245934248,acc,1.5906069054888596e-07,-1.5508417404075745e-06,,,,,0.005121966325485694,-0.17856012447157488
113,1644542223077370644,0.0294199492782,-9.62032318115,0.402072638273,acc,1.1932383748408468e-07,-1.6307591047288162e-06,,,,,0.005122125386176243,-0.1785616753133153
114,1644542223078394413,,,,gyr,1.1932383748408468e-07,-1.6307591047288162e-06,0.0,0.0,0.0,-0.0,0.005122125386176243,-0.1785616753133153
115,1644542223079384565,0.0784531980753,-9.64974308014,0.245166242123,acc,3.181965839608001e-07,-9.943643173241883e-07,,,,,0.005122244710013727,-0.17856330607242002
116,1644542223081398249,0.00980664975941,-9.66935634613,0.343232750893,acc,3.976521213223966e-08,-1.3917824623945239e-06,,,,,0.005122562906597688,-0.17856430043673735
117,1644542223083405972,,,,gyr,3.976521213223966e-08,-1.3917824623945239e-06,-0.00523598771542,0.0,0.0,-0.0,0.005122562906597688,-0.17856430043673735
118,1644542223083412170,0.0294199492782,-9.58109664917,0.362846046686,acc,1.1932371898514792e-07,-1.4716592234818807e-06,,,,,0.005122602671809821,-0.17856569221919974
119,1644542223085425854,0.0392265990376,-9.70858287811,0.264779537916,acc,1.5906084852879645e-07,-1.0736607049112757e-06,,,,,0.005122721995528806,-0.17856716387842322
120,1644542223087439775,0.0686465501785,-9.70858287811,0.274586200714,acc,2.7842201852022867e-07,-1.1136880740809147e-06,,,,,0.005122881056377335,-0.17856823753912812
121,1644542223088417768,,,,gyr,2.7842201852022867e-07,-1.1136880740809147e-06,0.0,0.0,-0.00174532923847,-0.0,0.005122881056377335,-0.17856823753912812
122,1644542223089453697,0.0784531980753,-9.61051654816,0.313812792301,acc,3.181968999579648e-07,-1.2727875998310479e-06,,,,,0.0051231594783958554,-0.17856935122720222
123,1644542223091467381,0.0784531980753,-9.61051654816,0.245166242123,acc,3.1812169705799836e-07,-9.941302957547106e-07,,,,,0.005123477675295814,-0.17857062401480206
124,1644542223093429089,,,,gyr,3.1812169705799836e-07,-9.941302957547106e-07,-0.00872664619237,0.0,0.00349065847695,-0.0,0.005123477675295814,-0.17857062401480206
125,1644542223093481302,0.0980664938688,-9.61051654816,0.225552946329,acc,3.977457148415371e-07,-9.148151864414233e-07,,,,,0.0051237957969928714,-0.1785716181450978
126,1644542223095497131,0.0686465501785,-9.58109664917,0.264779537916,acc,2.7894982557531875e-07,-1.0759492753171828e-06,,,,,0.005124193542707713,-0.17857253296028425
127,1644542223097510815,0.0784531980753,-9.64974308014,0.245166242123,acc,3.1812169705799836e-07,-9.941302957547106e-07,,,,,0.005124472492533288,-0.17857360890955956
128,1644542223098440647,,,,gyr,3.181043060543847e-07,-9.941358607082172e-07,-0.00523598771542,-0.00349065847695,0.0,1.749363741542659e-05,0.005124472492533288,-0.17857360890955956
129,1644542223099524736,0.0392265990376,-9.61051654816,0.196132987738,acc,1.5909829198019726e-07,-7.954914296846966e-07,,,,,0.005124790596839342,-0.17857460304542028
130,1644542223101538658,0.0392265990376,-9.62032318115,0.264779537916,acc,1.5909844997877958e-07,-1.0739145146933057e-06,,,,,0.0051249496951313225,-0.17857539853684995
131,1644542223103452444,,,,gyr,1.5908905618915955e-07,-1.0739159063238847e-06,-0.00523598771542,-0.00174532923847,0.00523598771542,8.74723584137623e-06,0.0051249496951313225,-0.17857539853684995
132,1644542223103550196,0.0686465501785,-9.64974308014,0.264779537916,acc,2.7776351490030974e-07,-1.0713735057914466e-06,,,,,0.0051251087841875115,-0.17857647245275626
133,1644542223105564117,0.0392265990376,-9.57129001617,0.137293100357,acc,1.5909829198019726e-07,-5.568440370404573e-07,,,,,0.005125386547702412,-0.17857754382626206
134,1644542223107577801,0.0784531980753,-9.62032318115,0.196132987738,acc,3.1812169705799836e-07,-7.953042124348039e-07,,,,,0.005125545645994392,-0.1785781006702991
135,1644542223108463764,,,,gyr,3.1811474099442687e-07,-7.953069948250508e-07,-0.00349065847695,-0.00174532923847,0.00349065847695,8.74640331932948e-06,0.005125545645994392,-0.1785781006702991
136,1644542223109591722,0.0784531980753,-9.58109664917,0.245166242123,acc,3.181965839608001e-07,-9.943643173241883e-07,,,,,0.005125863760735387,-0.17857889597729393
137,1644542223111605406,0.0784531980753,-9.57129001617,0.225552946329,acc,3.1812169705799836e-07,-9.145998865940905e-07,,,,,0.0051261819573193475,-0.17857989034161126
138,1644542223113475323,,,,gyr,3.1812169705799836e-07,-9.145998865940905e-07,-0.00174532923847,0.0,0.00174532923847,-0.0,0.0051261819573193475,-0.17857989034161126
139,1644542223113619328,0.0686465501785,-9.64974308014,0.225552946329,acc,2.784222950177553e-07,-9.148160949332792e-07,,,,,0.005126500079016405,-0.17858080494149786
140,1644542223115633249,0.0686465501785,-9.61051654816,0.176519691944,acc,2.7842201852022867e-07,-7.159422988019315e-07,,,,,0.005126778501311423,-0.1785817197575928
141,1644542223117648840,0.0392265990376,-9.58109664917,0.176519691944,acc,1.5936225894627104e-07,-7.171301501241958e-07,,,,,0.005127056923329943,-0.1785824356998916
142,1644542223118487120,,,,gyr,1.5936225894627104e-07,-7.171301501241958e-07,-0.00174532923847,0.0,0.0,-0.0,0.005127056923329943,-0.1785824356998916
143,1644542223119662762,0.0980664938688,-9.64974308014,0.196132987738,acc,3.9774610983797795e-07,-7.954922196775783e-07,,,,,0.00512721628558889,-0.17858315283004172
144,1644542223121676683,0.0392265990376,-9.57129001617,0.245166242123,acc,1.5909829198019726e-07,-9.943643173241883e-07,,,,,0.005127614031698728,-0.1785839483222614
145,1644542223123498440,,,,gyr,1.5910698908547736e-07,-9.94362925748325e-07,0.0,0.00174532923847,0.0,-8.74640331932948e-06,0.005127614031698728,-0.1785839483222614
146,1644542223123688459,0.0980664938688,-9.58109664917,0.225552946329,acc,3.9689889889262634e-07,-9.128675096688576e-07,,,,,0.005127773138687813,-0.17858494268518715
147,1644542223125704288,0.0784531980753,-9.61051654816,0.264779537916,acc,3.18799792007393e-07,-1.0759492753171828e-06,,,,,0.005128170037586706,-0.17858585555269682
148,1644542223127717972,0.0784531980753,-9.57129001617,0.225552946329,acc,3.1812169705799836e-07,-9.145998865940905e-07,,,,,0.005128488837378714,-0.17858693150197213
149,1644542223128509998,,,,gyr,3.1812169705799836e-07,-9.145998865940905e-07,0.0,0.0,-0.00349065847695,-0.0,0.005128488837378714,-0.17858693150197213
150,1644542223129731894,0.0686465501785,-9.61051654816,0.264779537916,acc,2.784222950177553e-07,-1.0739145146933057e-06,,,,,0.005128806959075772,-0.17858784610185874
151,1644542223131745815,0.0784531980753,-9.61051654816,0.264779537916,acc,3.181965839608001e-07,-1.0739134482028975e-06,,,,,0.005129085381370789,-0.17858892001637344
152,1644542223133521795,,,,gyr,3.1818719017442223e-07,-1.0739162315023766e-06,0.0,-0.00174532923847,0.00174532923847,8.74723584137623e-06,0.005129085381370789,-0.17858892001637344
153,1644542223133759499,0.0784531980753,-9.58109664917,0.196132987738,acc,3.1812169705799836e-07,-7.953042124348039e-07,,,,,0.005129403568560964,-0.17858999393260494
154,1644542223135773420,0.0392265990376,-9.67916297913,0.294199496508,acc,1.5909829198019726e-07,-1.19323720496368e-06,,,,,0.005129721690258022,-0.17859078923681737
155,1644542223137787342,0.0392265990376,-9.64974308014,0.245166242123,acc,1.5909844997877958e-07,-9.943653048153203e-07,,,,,0.005129880788550002,-0.17859198247402233
156,1644542223138533115,,,,gyr,1.590723585640052e-07,-9.943694790906447e-07,0.00349065847695,-0.00523598771542,0.0,2.6239209958038555e-05,0.005129880788550002,-0.17859198247402233
157,1644542223139801025,0.0392265990376,-9.66935634613,0.264779537916,acc,1.5906069054888596e-07,-1.0736596385469026e-06,,,,,0.005130039860908566,-0.17859297684350142
158,1644542223141814947,0.0392265990376,-9.58109664917,0.245166242123,acc,1.5909844997877958e-07,-9.943653048153203e-07,,,,,0.005130198921599115,-0.17859405050313998
159,1644542223143542767,,,,gyr,1.5908106150406015e-07,-9.943680868153685e-07,0.0,-0.00349065847695,0.00174532923847,1.7486984220369523e-05,0.005130198921599115,-0.17859405050313998
160,1644542223143828630,0.0392265990376,-9.62032318115,0.264779537916,acc,1.5906069054888596e-07,-1.0736596385469026e-06,,,,,0.005130358002660619,-0.1785950448712268
161,1644542223145842552,0.0294199492782,-9.64974308014,0.245166242123,acc,1.1932383748408468e-07,-9.943653048153203e-07,,,,,0.005130517063351167,-0.17859611853086535
