,field.header.stamp,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,type,delta_x,delta_z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,delta_angle,x,z
111,1644542238678849697,,,,gyr,-1.6187590907587194e-05,1.547303195228364e-05,-0.977384388447,-0.00872664619237,0.275762021542,4.373825614877517e-05,-0.0199338407333919,-0.06431748050204238
112,1644542238679717779,-2.04958987236,-11.7385597229,-4.12859964371,acc,-8.330611629885451e-06,1.6780801208501663e-05,,,,,-0.019950028324299488,-0.06430200747009009
113,1644542238681731701,-1.54945063591,-6.90388154984,-0.735498726368,acc,-6.284388668403863e-06,2.9830959144419052e-06,,,,,-0.019958358935929375,-0.06428522666888159
114,1644542238683747768,0.362846046686,-7.72764015198,-1.37293100357,acc,1.4747972446311073e-06,5.580313964081509e-06,,,,,-0.01996464332459778,-0.06428224357296715
115,1644542238683861732,,,,gyr,1.4831916899547341e-06,5.578088674568002e-06,-0.439822971821,-0.300196617842,0.109955742955,0.0015045959555057284,-0.01996464332459778,-0.06428224357296715
116,1644542238685761690,-0.529559075832,-11.522813797,0.245166242123,acc,-2.1478290293866114e-06,-9.943653048153203e-07,,,,,-0.019963160132907824,-0.06427666548429257
117,1644542238687775850,0.12748645246,-9.78703689575,-0.166713044047,acc,5.171922042549768e-07,6.763282299017466e-07,,,,,-0.019965307961937212,-0.0642776598495974
118,1644542238688873768,,,,gyr,5.182387662742516e-07,6.755266329573492e-07,0.130899697542,-0.308923274279,-0.0174532923847,0.0015483345719242221,-0.019965307961937212,-0.0642776598495974
119,1644542238689789772,1.24544453621,-7.49228048325,-0.343232750893,acc,5.051375854827977e-06,1.3921114750908047e-06,,,,,-0.019964789723170936,-0.06427698432296444
120,1644542238691805840,0.313812792301,-10.73828125,0.637432217598,acc,1.2755015653733056e-06,-2.590862486529156e-06,,,,,-0.019959738347316108,-0.06427559221148935
121,1644542238693819761,0.470719188452,-10.6107950211,0.470719188452,acc,1.9091795037656116e-06,-1.9091795037656116e-06,,,,,-0.019958462845750733,-0.06427818307397587
122,1644542238693885803,,,,gyr,1.9055519848284754e-06,-1.9128001433274916e-06,0.253072738647,-0.378736436367,-0.0383972451091,0.0018982402748466767,-0.019958462845750733,-0.06427818307397587
123,1644542238695835829,0.490332484245,-8.42391204834,0.0980664938688,acc,1.9929711807541446e-06,-3.9859422403771615e-07,,,,,-0.019956557293765904,-0.0642800958741192
124,1644542238697849751,0.598205626011,-9.42419052124,0.166713044047,acc,2.426251324406395e-06,-6.761684048545165e-07,,,,,-0.01995456432258515,-0.06428049446834325
125,1644542238698897839,,,,gyr,2.424880033006646e-06,-6.810697662009188e-07,0.209439516068,-0.403171062469,-0.0383972451091,0.0020207078792528767,-0.01995456432258515,-0.06428049446834325
126,1644542238699863672,0.245166242123,-10.5421485901,0.470719188452,acc,9.943643173241883e-07,-1.9091795037656116e-06,,,,,-0.019952139442552145,-0.06428117553810944
127,1644542238701877832,0.921825051308,-9.7478094101,0.774725317955,acc,3.739697207223093e-06,-3.1429370505936832e-06,,,,,-0.01995114507823482,-0.06428308471761321
128,1644542238703891754,2.04958987236,-10.0420093536,3.71672034264,acc,8.312894306032389e-06,-1.5074578475483393e-05,,,,,-0.0199474053810276,-0.0642862276546638
129,1644542238703909874,,,,gyr,8.285848187198573e-06,-1.5089461480631807e-05,0.331612557173,-0.357792496681,-0.0645771846175,0.0017932685161025556,-0.0199474053810276,-0.0642862276546638
130,1644542238705908060,1.84365010262,-10.2185287476,3.09890127182,acc,7.495340844853383e-06,-1.2598551777168744e-05,,,,,-0.019939119532840402,-0.06430131711614442
131,1644542238707921982,2.05939650536,-9.80665016174,1.01008486748,acc,8.35266885055294e-06,-4.096784852774258e-06,,,,,-0.01993162419199555,-0.06431391566792159
132,1644542238708921909,,,,gyr,8.347106401598818e-06,-4.108106349317893e-06,0.123918376863,-0.270526021719,-0.0209439508617,0.001355885889266388,-0.01993162419199555,-0.06431391566792159
133,1644542238709933758,1.67693710327,-8.12971305847,-2.33398270607,acc,6.786971406263429e-06,9.446194408795281e-06,,,,,-0.01992327708559395,-0.06431802377427091
134,1644542238711950064,1.70635700226,-9.49283695221,-1.08853816986,acc,6.937177133972194e-06,4.425440919694552e-06,,,,,-0.01991649011418769,-0.06430857757986212
135,1644542238713934183,,,,gyr,6.940195215459152e-06,4.420706311567361e-06,-0.0855211317539,-0.136135682464,0.0226892791688,0.0006823493416865631,-0.01991649011418769,-0.06430857757986212
136,1644542238713963985,1.97113656998,-11.2188072205,2.99102807045,acc,7.994689043598254e-06,-1.2131244332889663e-05,,,,,-0.01990954991897223,-0.06430415687355055
137,1644542238715978146,2.19668960571,-8.53178501129,1.55925726891,acc,8.91162821964569e-06,-6.3256643283541195e-06,,,,,-0.019901555229928633,-0.06431628811788344
138,1644542238717991829,2.00055646896,-10.3656291962,0.294199496508,acc,8.112094885661737e-06,-1.1929551942252736e-06,,,,,-0.019892643601708986,-0.0643226137822118
139,1644542238718945980,,,,gyr,8.110575277308453e-06,-1.2032432009038174e-06,-0.00174532923847,-0.253072738647,-0.00349065847695,0.0012683491923328185,-0.019892643601708986,-0.0643226137822118
140,1644542238720008135,1.8926833868,-10.5323419571,0.196132987738,acc,7.694685165746687e-06,-7.973766778884085e-07,,,,,-0.01988453302643168,-0.0643238170254127
141,1644542238722019911,2.12804293633,-8.99269771576,-0.549172401428,acc,8.612706184393575e-06,2.222633978539114e-06,,,,,-0.019876838341265933,-0.0643246144020906
142,1644542238723958015,,,,gyr,8.613561030828997e-06,2.219318812030401e-06,-0.00523598771542,-0.0767944902182,0.0069813169539,0.00038489667278077605,-0.019876838341265933,-0.0643246144020906
143,1644542238724036217,2.04958987236,-9.17902374268,0.402072638273,acc,8.332586895781559e-06,-1.6346222441898633e-06,,,,,-0.019868224780235103,-0.06432239508327857
144,1644542238726050138,1.73577702045,-11.1697740555,0.921825051308,acc,7.040099472996962e-06,-3.738809755775188e-06,,,,,-0.01985989219333932,-0.06432402970552276
145,1644542238728064299,0.843371868134,-9.83607006073,0.666852176189,acc,3.4214285533021605e-06,-2.705315605905668e-06,,,,,-0.019852852093866325,-0.06432776851527854
146,1644542238728970289,,,,gyr,3.419652845508543e-06,-2.7075598403568835e-06,0.0069813169539,-0.130899697542,0.0,0.0006561051505976305,-0.019852852093866325,-0.06432776851527854
147,1644542238730076075,-0.0980664938688,-8.38468551636,-1.20621788502,acc,-3.9689889889262634e-07,4.881856498607263e-06,,,,,-0.019849432441020817,-0.0643304760751189
148,1644542238732089996,0.0,-10.0322027206,-0.549172401428,acc,0.0,2.2273761481618294e-06,,,,,-0.01984982933991971,-0.06432559421862029
149,1644542238733982086,,,,gyr,4.7149756673303496e-09,2.2273711577563097e-06,-0.214675500989,-0.422369688749,0.0296705961227,0.002116831138963172,-0.01984982933991971,-0.06432559421862029
150,1644542238734106302,-0.343232750893,-10.708861351,0.882598459721,acc,-1.395409277174512e-06,-3.5881951110736376e-06,,,,,-0.019849824624944043,-0.06432336684746254
151,1644542238736120224,-1.08853816986,-8.48275184631,-1.01989161968,acc,-4.414982175779759e-06,4.136559880755921e-06,,,,,-0.01985122003422122,-0.06432695504257362
152,1644542238738134384,-0.921825051308,-9.61051654816,-0.725692093372,acc,-3.739697207223093e-06,2.9440170789851874e-06,,,,,-0.019855635016397,-0.06432281848269286
153,1644542238738994122,,,,gyr,-3.731389839113143e-06,2.954539157234486e-06,-0.226892799139,-0.561996042728,0.0174532923847,0.002816744398010274,-0.019855635016397,-0.06432281848269286
154,1644542238740148306,-0.343232750893,-9.94394302368,0.451105892658,acc,-1.3921114750908047e-06,-1.8296321898665583e-06,,,,,-0.01985936640623611,-0.06431986394353563
