,timestamp,tree_distance
0,1627577639974094629,1.2004362291519906
1,1627577640829720497,0.9954194945556135
2,1627577642146689415,0.9592655171340289
3,1627577647948502541,1.0866534036682765
4,1627577647948502541,0.835020764839097
5,1627577647948502541,0.8632035057970154
6,1627577647948502541,1.1555127766719944
7,1627577647948502541,0.8244931320044736
8,1627577647948502541,0.8733773363625253
9,1627577647948502541,0.9758681344829421
10,1627577648482391119,1.138058572633975
11,1627577648482391119,1.1072964842561361
12,1627577648482391119,1.120207050188264
13,1627577648482391119,0.9588262909300791
14,1627577648482391119,1.1504793185667113
15,1627577648482391119,0.9275099457715502
16,1627577648482391119,1.1085255174143043
17,1627577648482391119,1.1324326936996845
18,1627577648482391119,1.0752610282060053
19,1627577648482391119,1.1558213900231913
20,1627577648482391119,1.1383599593705296
21,1627577648482391119,1.155629945272846
22,1627577648482391119,1.2469461194931442
23,1627577648482391119,1.1718189410653155
24,1627577648482391119,1.1467635587148926
25,1627577648482391119,1.2181084454634652
26,1627577648482391119,1.12686925379555
27,1627577648482391119,1.1486145730135504
28,1627577648482391119,1.1082450487341624
29,1627577648482391119,1.0516845768311849
30,1627577648482391119,1.0872147438044537
31,1627577648482391119,1.1170925851118478
32,1627577648482391119,1.244498266028619
33,1627577648482391119,1.177601304782134
34,1627577650076752901,0.9458077939206978
35,1627577650076752901,0.9012767011586675
36,1627577650076752901,1.1134295748013698
37,1627577650076752901,0.904252283555617
38,1627577650076752901,0.8736053045998969
39,1627577650076752901,0.9657642627024039
40,1627577650076752901,0.9272625146199023
41,1627577650076752901,1.0995189931626066
42,1627577650076752901,1.0658224070535958
43,1627577650076752901,1.063728223305351
44,1627577650076752901,1.069708952932405
45,1627577650076752901,0.9589710077423781
46,1627577650076752901,1.0366812229673164
47,1627577650076752901,1.0624037420173336
48,1627577650076752901,0.9807791798019909
49,1627577650076752901,1.0760145742500515
50,1627577650076752901,1.0398438826239982
51,1627577651105389833,1.0954817730855717
52,1627577651105389833,0.8195781754737334
53,1627577653849842548,0.7737334534170989
54,1627577657146637201,0.88127403663546
55,1627577657146637201,0.8725643232504391
56,1627577657146637201,0.9680010307646225
57,1627577657146637201,0.8534367749579775
58,1627577657146637201,0.8678154796297997
59,1627577657146637201,0.9447390518671199
60,1627577657146637201,0.8659197502293828
61,1627577657146637201,0.9384192966401514
62,1627577659908987761,1.1106989449126476
63,1627577663274976969,1.2961911274209479
64,1627577663274976969,1.3798676672290733
65,1627577667646558285,1.1978560749239808
66,1627577668228200197,1.0443112833159907
67,1627577668228200197,1.0118954969117733
68,1627577668228200197,0.996585569353183
69,1627577668228200197,0.9777207399694791
70,1627577668228200197,1.140568746452919
71,1627577668228200197,1.0080800546143862
72,1627577668726138592,1.0504394092789
73,1627577668726138592,1.1388860318608118
74,1627577668726138592,1.1274172337292432
75,1627577668726138592,1.0779244036019346
76,1627577668726138592,1.0779244036019346
77,1627577670347836971,0.9845398092176207
78,1627577670347836971,1.0534747378142804
79,1627577670347836971,0.8908212744725038
80,1627577670347836971,1.024224453032178
81,1627577671403447866,1.1326062161867236
82,1627577671882724047,1.2113487928933184
83,1627577671882724047,0.9122712589544308
84,1627577671882724047,1.2426405759109465
85,1627577672418549299,1.1263138838788262
86,1627577672418549299,1.169965340931918
87,1627577672418549299,1.1451013889179682
88,1627577672418549299,1.0105825826924677
89,1627577672418549299,0.9756904332939422
90,1627577673444638014,1.1547045387202446
91,1627577673444638014,1.0214769621001785
92,1627577673444638014,1.1606564543301319
