,North,North_dd,West,West_dd,field.header.stamp,file_name,lat,lat_utm,lon,lon_utm,time,North_deg,West_deg,North_minute_decimal,West_minute_decimal
30,4616.69553462,46.278258910333335,11940.882941285,-119.68138235474999,1627577646421334028,ply,0.8077079900757199,185638.95138991383,-2.0888341754286315,9125167.678448103,2021-07-29 16:54:06.421334028,46,119,16.695534620000217,40.882941284999106
31,4616.69572333,46.2782620555,11940.8827523,-119.681379205,1627577646929299831,ply,0.8077080449692338,185638.96433002158,-2.0888341204551235,9125167.69083421,2021-07-29 16:54:06.929299593,46,119,16.695723329999964,40.88275229999999
32,4616.6959537,46.278265895000004,11940.882537525,-119.68137562541666,1627577647497596741,ply,0.8077081119811504,185638.98009904416,-2.0888340579796085,9125167.704883052,2021-07-29 16:54:07.497596741,46,119,16.695953700000246,40.88253752499986
33,4616.6961454699995,46.278269091166656,11940.8823906,-119.68137317666667,1627577647948502541,ply,0.807708167764782,185638.99317032172,-2.0888340152408587,9125167.714434518,2021-07-29 16:54:07.948502541,46,119,16.696145469999465,40.88239059999978
34,4616.696394959999,46.278273249333324,11940.882161205,-119.68136935341666,1627577648482391119,ply,0.8077082403384812,185639.01024253666,-2.0888339485125575,9125167.729433723,2021-07-29 16:54:08.482391119,46,119,16.696394959999452,40.88216120499965
35,4616.69663444,46.27827724066666,11940.881998500001,-119.68136664166668,1627577649008972645,ply,0.8077083100003895,185639.02652957558,-2.0888339011835924,9125167.73996408,2021-07-29 16:54:09.008972645,46,119,16.696634439999798,40.88199850000092
36,4616.6968693,46.278281154999995,11940.881784270001,-119.68136307116669,1627577649504225492,ply,0.8077083783183941,185639.04259769572,-2.0888338388666114,9125167.753968483,2021-07-29 16:54:09.504225492,46,119,16.69686929999989,40.881784270000935
37,4616.69720972,46.27828682866666,11940.88148598,-119.68135809966667,1627577650076752901,ply,0.8077084773425581,185639.06586646664,-2.088833752097567,9125167.773444751,2021-07-29 16:54:10.076752901,46,119,16.69720971999959,40.881485980000434
38,4616.697531260001,46.27829218766668,11940.881213055,-119.68135355091665,1627577650632069111,ply,0.8077085708747531,185639.08782935326,-2.088833672706903,9125167.791247426,2021-07-29 16:54:10.632069111,46,119,16.697531260000687,40.881213054999535
39,4616.69782407,46.278297067833336,11940.880973395,-119.68134955658334,1627577651105389833,ply,0.8077086560497293,185639.10781435153,-2.088833602992635,9125167.80686214,2021-07-29 16:54:11.105389833,46,119,16.697824070000024,40.88097339500018
