,x,y
0,0.0,0.0
1,0.019147326334677688,0.0
2,0.037350964493499755,2.4212567781543397e-06
3,0.0561009097857451,7.533731013620241e-06
4,0.07491420198452127,1.5462089009420252e-05
5,0.09365792252605892,2.5807041445179423e-05
6,0.11149491152723581,3.84721146304632e-05
7,0.13030422719693274,5.540563565471813e-05
8,0.14814497686475278,7.380996645276752e-05
9,0.16750787814994042,9.71733198417878e-05
10,0.18625045435142282,0.00012320779568710427
11,0.20392529922661742,0.00015075094088390083
12,0.22412232872728763,0.0001857540341944853
13,0.24383624837641354,0.00022268940405604457
14,0.26232583987647373,0.00026158591514496924
15,0.2828961122927942,0.00030754558136602547
16,0.2971491918217227,0.00034113680563996747
17,0.3205126204514115,0.0003992467119272826
18,0.33624875457226866,0.00044071631133572447
19,0.3524425784343192,0.0004852591508886817
20,0.3782685847972182,0.0005612749949538154
21,0.3853752061829464,0.0005829327164436808
22,0.4125914598973403,0.0006687234366802271
23,0.4266858792000768,0.0007144945998164603
24,0.44902766891453877,0.0007890002459439484
25,0.46478475413346165,0.0008433437498966263
26,0.48573154090871973,0.0009181373252802695
27,0.5036656898222472,0.0009843612896770619
28,0.5200649087975604,0.0010463728332450932
29,0.5435056429771267,0.0011378776285461377
30,0.5571216107496781,0.0011922397702829983
31,0.5814144426734104,0.0012919642203125636
32,0.5936015779625914,0.0013432667733935663
33,0.6179657118827943,0.001449859906209231
34,0.6293700595005047,0.0015005450358140807
35,0.6511949300377801,0.0016004003431924281
36,0.6655107885437126,0.0016681769394997165
37,0.6841488419748728,0.0017593435785015646
38,0.7013447682880724,0.001845708933922911
39,0.7190295248844663,0.0019387204966450212
40,0.7404187205029253,0.0020539895108863723
41,0.7582025493305278,0.00215214162284288
42,0.7805111326944194,0.002278777469521315
43,0.7982895755652627,0.0023809426951433513
44,0.82162919565804,0.002516503971321546
45,0.8364294108768592,0.002603721398326464
46,0.8568062678960267,0.0027255919482749367
47,0.8720905188805103,0.002818467792697706
48,0.8898126735353717,0.0029272356189898197
49,0.9060729125332279,0.0030284660288654687
50,0.9222878142557317,0.003130106602615932
51,0.9384730641580676,0.0032339647456824305
52,0.952191941917175,0.003324155423005769
53,0.9683805774310759,0.003433023081196025
54,0.9821547143206271,0.0035275744335905228
55,1.0008529119629315,0.003658388382727449
56,1.019178175348191,0.0037900867527754694
57,1.039686544443907,0.003940329039901543
58,1.0604228958277169,0.0040942351373233115
59,1.0830682614408027,0.004263288831183654
60,1.1030072750744446,0.004413872069181568
61,1.1211686111112644,0.0045524788203542815
62,1.1392919175451321,0.0046922332834341265
63,1.1564383449628968,0.004825930374907228
64,1.17505142665266,0.004973037578953809
65,1.1931768803252323,0.005118031513103319
66,1.212285357950258,0.00527255853770951
67,1.2289444554778106,0.005408165437472708
68,1.2475579799678345,0.0055608247453671515
69,1.2652343745156591,0.005707183340298822
70,1.2813972320956133,0.0058426980414032935
71,1.2970823870382673,0.005976029513947228
72,1.3152463222693074,0.006132026962620476
73,1.332043223097216,0.006278615271906324
74,1.351271561263567,0.006447955399010946
75,1.369527117987543,0.006610305610616982
76,1.3883368167917653,0.006779385937490321
77,1.4070780712222974,0.006949336793998548
78,1.424791805081713,0.007110585054513136
79,1.443444933436857,0.0072807170236158575
80,1.4611270504372937,0.007443533232709751
81,1.4803790985499667,0.007622488507965467
82,1.5005611952308637,0.007810979773833701
83,1.5202481082835309,0.007995876021175552
84,1.5384310870540174,0.008168081011285808
85,1.5566459926620955,0.008340746819859001
86,1.5743072737166188,0.008508782100570352
87,1.591508342974963,0.008672738722473485
88,1.6082681066658784,0.008833089853936028
89,1.6255146702728434,0.00899795749952246
90,1.6424872371696666,0.009160500375727946
91,1.658225065938454,0.009312180605942792
92,1.6725464611060747,0.009450573560825053
93,1.688387973403146,0.009605312665939263
94,1.705684423199349,0.009775170672225216
95,1.7222733312699794,0.009939375375802669
96,1.7411666515449227,0.010128531132133446
97,1.7555467008025578,0.010275900317060363
98,1.7757615718665574,0.010485890221033604
99,1.791283248986494,0.010648347775681322
100,1.8114999118063626,0.010861881338185914
101,1.8308769214491913,0.011068435280404241
102,1.8523647300902748,0.011299750240319865
103,1.872226491155729,0.011514072451197658
104,1.8919499863519162,0.011728630143161807
105,1.9107655647540884,0.011934133083706373
106,1.9312214498735685,0.012158086270392256
107,1.9489996459531724,0.012353662897342223
108,1.968641256895146,0.012571291707518003
109,1.9853891377813295,0.012756858023895697
110,2.0057663204365945,0.012984236800272208
111,2.021603776315537,0.013161374811394127
112,2.0429607920068875,0.013401378446537972
113,2.0573419970197033,0.01356249237230452
114,2.0811188090588817,0.013829701666822005
115,2.0905783932280704,0.013936338023655143
116,2.1177708860380693,0.014244064922572
117,2.1191998395295593,0.014260248222064452
118,2.1506816645904996,0.01461871604142064
119,2.15937312218356,0.014717531072019847
120,2.17964159544217,0.014948146904598482
121,2.1910446271315167,0.015078091584289202
122,2.2127657176605795,0.015326973502218386
123,2.2297486859747866,0.015522902745367361
124,2.253275679071645,0.015796800832649237
125,2.272480337379986,0.01602199925814886
126,2.293828855361668,0.01627282238963728
127,2.3095071572622192,0.016457843601664808
128,2.3282603046400876,0.016680627775817813
129,2.34493015233868,0.016879542730641656
130,2.363582712769501,0.01710324704527104
131,2.38439661589748,0.01735287282459907
132,2.402172441180646,0.017568086858403963
133,2.4217705818594495,0.01780638044938552
134,2.442177925188601,0.01805558435012717
135,2.461762445470727,0.018295773489166563
136,2.478502006118671,0.018501512076957615
137,2.5017967047997867,0.018788831318968618
138,2.5175179358467603,0.018982877403058856
139,2.5383484774626415,0.0192401538102024
140,2.555148284886632,0.019447656552030318
141,2.574779537057989,0.019689790127937257
142,2.5891557781487675,0.0198671079389982
143,2.605825537186619,0.020073148539515386
144,2.6206342516013406,0.020256575176276895
145,2.636831778519483,0.020457204198030144
146,2.6535216449663914,0.020664952427601503
147,2.668769296214027,0.020855545343124744
148,2.6849638488073753,0.021059553202902998
149,2.6985767753867487,0.021232353787412842
150,2.718059263608949,0.02148118611060688
151,2.733153165343019,0.021674886509323702
152,2.753384198858338,0.021936272336027716
153,2.7698891755577923,0.022150813563222422
154,2.790105249112249,0.022414294483538332
155,2.8048601536772773,0.022607372563785637
156,2.8249707957915247,0.02287088900387706
157,2.8411943988204245,0.02308417473911315
158,2.8594140305384523,0.0233248198321498
159,2.876116758251351,0.023546304602980257
160,2.895578241780294,0.02380590417168039
161,2.9152399928160997,0.024069883096439336
162,2.9353595404901367,0.024341068532672525
163,2.9563864079458217,0.02462521844831792
164,2.9767761149535183,0.024901638631234537
165,2.9979339632254827,0.025188438980303294
166,3.0177004353284795,0.02545758355414975
167,3.037635140879237,0.02572936354437678
168,3.056396527236447,0.025985816492776273
169,3.075358794641986,0.026246329528465295
170,3.093231751071043,0.02649280477773645
171,3.1115405690240876,0.026745933914501353
172,3.1296575516275453,0.026997675901430252
173,3.1486272488662825,0.02726176252138248
174,3.167596335273582,0.02752850250388611
175,3.1874687896307248,0.027810537912150077
176,3.207313672569386,0.028094251834997277
177,3.228788883421042,0.028402964014373977
178,3.250450336627587,0.028717198331769684
179,3.272503784066698,0.02903943213314747
180,3.295240069244867,0.02937501990043521
181,3.3177986955394303,0.0297093674908022
182,3.339142841766198,0.030028720560675216
183,3.359666268370186,0.030337228065670463
184,3.381020012062006,0.03066082536382051
185,3.4015427421497986,0.030974333547834694
186,3.4229036116588225,0.03130326531319195
187,3.4446609788815343,0.03164194662204094
188,3.466816008569662,0.031990093500847104
189,3.4886956287358784,0.03233677474270911
190,3.510168372092007,0.032679852763820856
191,3.5321094813883436,0.03303389194955722
192,3.551817238206544,0.03335481394119338
193,3.573329554203768,0.0337087013855294
194,3.594261827243962,0.03405616428549055
195,3.6153565664436806,0.034409061414873335
196,3.6357722990177677,0.03475363478451039
197,3.654070840762937,0.03506439859636087
198,3.6721809126104303,0.03537420553346613
199,3.6894651860585874,0.035672628784192584
200,3.7072285688410296,0.03598258689577394
201,3.721557131008966,0.036234855437285635
202,3.73837595856924,0.03653390162878627
203,3.753941585678307,0.03681311529043424
204,3.769347210988095,0.037091738826706036
205,3.7852249747890445,0.03738211251739356
206,3.8026540300732443,0.037704933324038716
207,3.8183893712201176,0.03799884918344298
208,3.834091726360536,0.0382943787675839
209,3.8518790781534955,0.038631019963069675
210,3.867238787068343,0.03892422261091999
211,3.885419755186031,0.03927459704590142
212,3.9035736505126897,0.03962778114293289
213,3.9227317347684543,0.040003699126050424
214,3.940998776245961,0.040364496469926806
215,3.9602414920766056,0.04074590790427401
216,3.978389754767204,0.041107049307639164
217,3.9970193500438356,0.04147990996442502
218,4.015640971780015,0.04185440178505032
