tree_x,tree_y
524554.8879,5125071.618
524555.5107,5125072.699
524555.9531,5125073.722
524556.761,5125074.677
524557.2618,5125075.826
524557.9072,5125076.818
524558.3527,5125077.921
524559.0651,5125078.961
524559.6462,5125080.049
524560.2297,5125080.988
524560.8029,5125082.26
524561.4841,5125083.295
524562.2068,5125084.475
524563.2971,5125086.559
524563.862,5125087.524
524564.4402,5125088.584
524565.116,5125089.56
524565.2961,5125090.692
