,time,field.header.stamp,North,West,file_name,lat,lon,Lat,Long
5916,2021-07-29 16:58:47.779964928,1627577927779964923,4616.76882298,11940.87869371,./Data/gps_4.csv,80.57781676442424,28.407648786479,525724.0562697406,8946391.847025255
5917,2021-07-29 16:58:47.819841024,1627577927819840908,4616.76880205,11940.87880623,./Data/gps_4.csv,80.57781639912683,28.407650750323484,525724.0931393001,8946391.80713257
5918,2021-07-29 16:58:47.871005952,1627577927871006011,4616.76876986,11940.87883637,./Data/gps_4.csv,80.57781583730535,28.407651276365726,525724.1042703753,8946391.744673487
5919,2021-07-29 16:58:47.919907072,1627577927919907093,4616.76874179,11940.87895935,./Data/gps_4.csv,80.57781534739142,28.40765342277166,525724.1448126154,8946391.690956056
5920,2021-07-29 16:58:47.968717056,1627577927968717098,4616.76869838,11940.87898431,./Data/gps_4.csv,80.57781458974401,28.407653858405837,525724.1548215676,8946391.606605269
5921,2021-07-29 16:58:48.020057088,1627577928020056962,4616.76866058,11940.8791187,./Data/gps_4.csv,80.57781393000954,28.40765620395382,525724.1994617161,8946391.53402625
5922,2021-07-29 16:58:48.070009088,1627577928070008993,4616.76862134,11940.8790995,./Data/gps_4.csv,80.57781324514235,28.407655868850583,525724.1951916467,8946391.457455426
5923,2021-07-29 16:58:48.119915008,1627577928119915008,4616.76858262,11940.87923551,./Data/gps_4.csv,80.57781256935087,28.40765824267288,525724.2403918394,8946391.383097172
5924,2021-07-29 16:58:48.168668928,1627577928168668985,4616.76854279,11940.87920224,./Data/gps_4.csv,80.57781187418621,28.40765766200184,525724.2316628543,8946391.30526852
5925,2021-07-29 16:58:48.219854080,1627577928219854116,4616.76850336,11940.8793376,./Data/gps_4.csv,80.57781118600289,28.407660024479526,525724.2766892988,8946391.229522476
5926,2021-07-29 16:58:48.270134016,1627577928270133972,4616.76845564,11940.87932569,./Data/gps_4.csv,80.57781035313177,28.407659816610845,525724.2751442976,8946391.136492666
5927,2021-07-29 16:58:48.319834880,1627577928319834947,4616.76841095,11940.87947647,./Data/gps_4.csv,80.57780957314412,28.407662448218247,525724.3253363629,8946391.05062164
5928,2021-07-29 16:58:48.368807936,1627577928368808031,4616.76838458,11940.87945562,./Data/gps_4.csv,80.57780911290081,28.40766208431711,525724.3199325089,8946390.999103207
5929,2021-07-29 16:58:48.419959040,1627577928419959068,4616.7683515,11940.87961827,./Data/gps_4.csv,80.57780853554588,28.407664923095155,525724.3733616658,8946390.935935158
5930,2021-07-29 16:58:48.469794048,1627577928469794034,4616.76831038,11940.87956683,./Data/gps_4.csv,80.5778078178665,28.407664025297805,525724.3588993676,8946390.855453683
5931,2021-07-29 16:58:48.519827968,1627577928519828081,4616.7682722,11940.87969215,./Data/gps_4.csv,80.5778071514998,28.4076662125444,525724.4006651716,8946390.782064486
5932,2021-07-29 16:58:48.568640000,1627577928568639993,4616.76822558,11940.87970651,./Data/gps_4.csv,80.5778063378273,28.407666463173683,525724.4074454727,8946390.691380076
5933,2021-07-29 16:58:48.619837952,1627577928619837999,4616.76818205,11940.87986424,./Data/gps_4.csv,80.57780557808547,28.4076692160815,525724.4597990842,8946390.607821956
5934,2021-07-29 16:58:48.676809984,1627577928676810026,4616.76813808,11940.87981107,./Data/gps_4.csv,80.5778048106642,28.40766828808995,525724.4449196637,8946390.521776553
5935,2021-07-29 16:58:48.719881984,1627577928719882011,4616.76809427,11940.87995253,./Data/gps_4.csv,80.57780404603545,28.40767075703269,525724.4920981713,8946390.437547341
5936,2021-07-29 16:58:48.780103936,1627577928780103921,4616.76802537,11940.87992404,./Data/gps_4.csv,80.5778028435036,28.407670259788404,525724.4862659577,8946390.303139962
5937,2021-07-29 16:58:48.819827200,1627577928819827079,4616.76796567,11940.88007892,./Data/gps_4.csv,80.57780180154204,28.407672962954337,525724.538474188,8946390.188067714
5938,2021-07-29 16:58:48.870812928,1627577928870812892,4616.76793335,11940.88004399,./Data/gps_4.csv,80.57780123745162,28.407672353310858,525724.5288612865,8946390.124852426
5939,2021-07-29 16:58:48.919892992,1627577928919893026,4616.76789101,11940.8802346,./Data/gps_4.csv,80.57780049847922,28.407675680082917,525724.5916438445,8946390.043866092
5940,2021-07-29 16:58:48.968834048,1627577928968833923,4616.767829,11940.88014387,./Data/gps_4.csv,80.57779941620055,28.40767409654569,525724.5656386429,8946389.922396284
5941,2021-07-29 16:58:49.019907840,1627577929019907951,4616.76777419,11940.88028354,./Data/gps_4.csv,80.57779845958558,28.40767653424706,525724.612765714,8946389.816730037
5942,2021-07-29 16:58:49.069804032,1627577929069803953,4616.76772616,11940.88027523,./Data/gps_4.csv,80.57779762130394,28.407676389210195,525724.6123833725,8946389.723124314
5943,2021-07-29 16:58:49.119858944,1627577929119858980,4616.76767565,11940.88046559,./Data/gps_4.csv,80.57779673973813,28.407679711618954,525724.6754719673,8946389.62622446
5944,2021-07-29 16:58:49.168716032,1627577929168715953,4616.76760917,11940.8803762,./Data/gps_4.csv,80.57779557944325,28.407678151469156,525724.6501051172,8946389.496059392
5945,2021-07-29 16:58:49.219943936,1627577929219944000,4616.76754854,11940.88053162,./Data/gps_4.csv,80.57779452125013,28.40768086405987,525724.7025295093,8946389.37918009
5946,2021-07-29 16:58:49.270864128,1627577929270864009,4616.76749243,11940.88047912,./Data/gps_4.csv,80.57779354194588,28.407679947762006,525724.6884369075,8946389.269496439
5947,2021-07-29 16:58:49.319894016,1627577929319894075,4616.76743466,11940.88066472,./Data/gps_4.csv,80.57779253366917,28.407683187093113,525724.750350385,8946389.158420477
5948,2021-07-29 16:58:49.369370880,1627577929369370937,4616.76739792,11940.88058713,./Data/gps_4.csv,80.5777918924352,28.40768183289211,525724.7273423161,8946389.086267171
5949,2021-07-29 16:58:49.419809024,1627577929419809103,4616.76735348,11940.88076754,./Data/gps_4.csv,80.57779111681089,28.407684981640642,525724.786971417,8946389.001112118
5950,2021-07-29 16:58:49.469908992,1627577929469908952,4616.76725885,11940.88068024,./Data/gps_4.csv,80.57778946520581,28.407683457968204,525724.7636000903,8946388.816139288
5951,2021-07-29 16:58:49.519921152,1627577929519921064,4616.76718259,11940.88082181,./Data/gps_4.csv,80.57778813421773,28.40768592883083,525724.8123458386,8946388.6687125
5952,2021-07-29 16:58:49.568691968,1627577929568691968,4616.76716168,11940.88081163,./Data/gps_4.csv,80.57778776926938,28.407685751156322,525724.8100867642,8946388.627910245
5953,2021-07-29 16:58:49.619833088,1627577929619832992,4616.7671205,11940.88104957,./Data/gps_4.csv,80.5777870505428,28.40768990399272,525724.8879077322,8946388.549548997
5954,2021-07-29 16:58:49.676864000,1627577929676863908,4616.7670252,11940.88085548,./Data/gps_4.csv,80.57778538724402,28.40768651648318,525724.8305137531,8946388.362445746
5955,2021-07-29 16:58:49.719870208,1627577929719870090,4616.7669497,11940.8809541,./Data/gps_4.csv,80.57778406952043,28.407688237726887,525724.8655273084,8946388.216167083
5956,2021-07-29 16:58:49.779953920,1627577929779953956,4616.76691003,11940.8809528,./Data/gps_4.csv,80.57778337714832,28.40768821503761,525724.8669857007,8946388.138897184
5957,2021-07-29 16:58:49.819825920,1627577929819825887,4616.76685725,11940.88117706,./Data/gps_4.csv,80.57778245596353,28.407692129113002,525724.9409919631,8946388.03783844
5958,2021-07-29 16:58:49.870874880,1627577929870874881,4616.76678178,11940.88103754,./Data/gps_4.csv,80.57778113876356,28.407689694029642,525724.9000635705,8946387.889777234
5959,2021-07-29 16:58:49.919814144,1627577929919814109,4616.76671462,11940.88119066,./Data/gps_4.csv,80.57777996660043,28.40769236647779,525724.9520629165,8946387.760162575
5960,2021-07-29 16:58:49.968790016,1627577929968790054,4616.76665275,11940.88109323,./Data/gps_4.csv,80.57777888676522,28.407690666003475,525724.9239145111,8946387.638913615
5961,2021-07-29 16:58:50.019864064,1627577930019864082,4616.76658894,11940.88126511,./Data/gps_4.csv,80.57777777307062,28.4076936658754,525724.9817380917,8946387.515968317
5962,2021-07-29 16:58:50.069937920,1627577930069937944,4616.76651931,11940.88122634,./Data/gps_4.csv,80.57777655779788,28.407692989211228,525724.972662176,8946387.380059745
5963,2021-07-29 16:58:50.119918080,1627577930119918107,4616.76645181,11940.88144336,./Data/gps_4.csv,80.57777537970063,28.40769677692478,525725.0450547134,8946387.250276903
5964,2021-07-29 16:58:50.168563968,1627577930168564081,4616.76639902,11940.88132496,./Data/gps_4.csv,80.57777445834131,28.40769471045496,525725.0097904681,8946387.14654971
5965,2021-07-29 16:58:50.219794944,1627577930219794988,4616.76634085,11940.88151411,./Data/gps_4.csv,80.57777344308329,28.407698011745254,525725.0728550396,8946387.034722185
5966,2021-07-29 16:58:50.270050048,1627577930270050048,4616.76626967,11940.88136363,./Data/gps_4.csv,80.57777220075792,28.407695385373785,525725.0282290318,8946386.894931294
5967,2021-07-29 16:58:50.320000000,1627577930319999933,4616.76620325,11940.88150403,./Data/gps_4.csv,80.57777104151023,28.407697835816037,525725.0761372084,8946386.766659502
5968,2021-07-29 16:58:50.368793088,1627577930368793010,4616.7661609,11940.88142739,./Data/gps_4.csv,80.57777030236329,28.40769649819572,525725.0536969163,8946386.683587702
5969,2021-07-29 16:58:50.419826944,1627577930419826984,4616.76610975,11940.88160932,./Data/gps_4.csv,80.5777694096274,28.407699673473218,525725.1141276862,8946386.585376265
5970,2021-07-29 16:58:50.469999104,1627577930469999074,4616.76599305,11940.88149633,./Data/gps_4.csv,80.57776737282815,28.40769770142569,525725.0836060401,8946386.357222097
5971,2021-07-29 16:58:50.519927040,1627577930519927024,4616.76590035,11940.8816419,./Data/gps_4.csv,80.57776575490793,28.40770024210147,525725.1344036846,8946386.1778083
5972,2021-07-29 16:58:50.568646912,1627577930568646907,4616.76590406,11940.88150403,./Data/gps_4.csv,80.57776581965965,28.407697835816037,525725.0902630349,8946386.183967935
5973,2021-07-29 16:58:50.619868928,1627577930619868993,4616.76587247,11940.88170235,./Data/gps_4.csv,80.57776526831015,28.40770129715301,525725.1549969573,8946386.123977548
5974,2021-07-29 16:58:50.676847104,1627577930676846981,4616.76574737,11940.88163535,./Data/gps_4.csv,80.57776308490324,28.40770012778242,525725.1395376928,8946385.879819376
5975,2021-07-29 16:58:50.719798016,1627577930719798088,4616.7656565,11940.88178871,./Data/gps_4.csv,80.57776149892254,28.40770280441936,525725.1927331259,8946385.704029849
5976,2021-07-29 16:58:50.780136960,1627577930780137062,4616.76564325,11940.88168353,./Data/gps_4.csv,80.57776126766642,28.407700968682065,525725.159817748,8946385.677411515
5977,2021-07-29 16:58:50.819948032,1627577930819947957,4616.76560158,11940.88188995,./Data/gps_4.csv,80.57776054038773,28.407704571390695,525725.2276106357,8946385.59785231
5978,2021-07-29 16:58:50.870940928,1627577930870940923,4616.76556404,11940.88167513,./Data/gps_4.csv,80.57775988519111,28.40770082207439,525725.1608788569,8946385.523080062
5979,2021-07-29 16:58:50.919848960,1627577930919848918,4616.76552499,11940.88175869,./Data/gps_4.csv,80.57775920364004,28.40770228047154,525725.1893690923,8946385.447673678
5980,2021-07-29 16:58:50.968766976,1627577930968766927,4616.76536429,11940.88181005,./Data/gps_4.csv,80.57775639889594,28.407703176872616,525725.2133345883,8946385.13509725
5981,2021-07-29 16:58:51.019865088,1627577931019865036,4616.76524812,11940.88198288,./Data/gps_4.csv,80.57775437134696,28.40770619332517,525725.2739333881,8946384.910184883
5982,2021-07-29 16:58:51.069769984,1627577931069770097,4616.76525765,11940.88177373,./Data/gps_4.csv,80.57775453767684,28.40770254296902,525725.2067873304,8946384.927128285
5983,2021-07-29 16:58:51.119863040,1627577931119863033,4616.76522117,11940.881981,./Data/gps_4.csv,80.57775390098071,28.407706160512987,525725.2746062857,8946384.857683506
5984,2021-07-29 16:58:51.168602880,1627577931168602943,4616.76518296,11940.88182484,./Data/gps_4.csv,80.57775323409041,28.407703435006823,525725.2266122588,8946384.782059873
5985,2021-07-29 16:58:51.219832832,1627577931219832897,4616.76514538,11940.88194938,./Data/gps_4.csv,80.57775257819567,28.407705608639873,525725.2681012788,8946384.709833212
5986,2021-07-29 16:58:51.270827008,1627577931270827054,4616.76497821,11940.88195358,./Data/gps_4.csv,80.57774966052877,28.407705681943696,525725.2773333575,8946384.38429147
5987,2021-07-29 16:58:51.319827968,1627577931319828033,4616.76485848,11940.88210526,./Data/gps_4.csv,80.57774757084604,28.407708329259094,525725.3313557322,8946384.152282272
5988,2021-07-29 16:58:51.368808960,1627577931368808984,4616.76488511,11940.88194473,./Data/gps_4.csv,80.57774803562724,28.40770552748205,525725.2789067747,8946384.202904878
